Cluster1	orf19.2123
Cluster7028	gene:KLLA0_A10637g
Cluster7029	CAGL0H00979g
Cluster7030	CAGL0J05104g
Cluster7031	CAGL0L05720g
Cluster7032	orf19.6688
Cluster7033	gene:KLLA0_F21252g
Cluster7034	gene-YIL011W
Cluster7035	CAGL0J09834g
Cluster7036	CAGL0I06875g
Cluster7037	gene-YLR157C-C
Cluster7038	CAGL0F04543g
Cluster7039	gene-YHR139C-A
Cluster7040	gene:KLLA0_A04345g
Cluster7041	CAGL0F08877g
Cluster7042	orf19.6738
Cluster7042	gene-YML115C
Cluster7042	gene:KLLA0_D01529g
Cluster7043	orf19.1149
Cluster7043	gene:KLLA0_F24552g
Cluster7043	gene-YBR026C
Cluster7043	CAGL0B04323g
Cluster7044	gene:KLLA0_A04323g
Cluster7045	CAGL0J09856g
Cluster7046	gene:KLLA0_A08690g
Cluster7047	CaalfMp07
Cluster7048	orf19.3275
Cluster7049	orf19.5547
Cluster7050	CaglfMp08
Cluster7050	gene-Q0080
Cluster7051	orf19.4743
Cluster7052	orf19.3871
Cluster7053	orf19.6078.1
Cluster7054	gene-YLR057W
Cluster7054	gene:KLLA0_F08899g
Cluster7055	CAGL0L06644g
Cluster7056	orf19.6185
Cluster7057	snR10b
Cluster7058	orf19.731
Cluster7058	CAGL0L13244g
Cluster7058	gene-YFL048C
Cluster7058	gene:KLLA0_D05863g
Cluster7059	gene:KLLA0_F27159g
Cluster7059	CAGL0L08866g
Cluster7059	gene-YPL007C
Cluster7060	orf19.4366
Cluster7061	orf19.6575
Cluster7062	orf19.1737
Cluster7063	orf19.6579
Cluster7064	gene-YEL070W
Cluster7065	gene-YDR215C
Cluster7066	gene:KLLA0_B04521g
Cluster7066	gene-YML079W
Cluster7067	CAGL0D03102g
Cluster7068	gene-YNL210W
Cluster7068	gene:KLLA0_D19063g
Cluster7069	CAGL0B02860g
Cluster7070	CAGL0H01749g
Cluster7071	gene:KLLA0_B07645g
Cluster7071	gene-YJL192C
Cluster7072	CAGL0D05918g
Cluster7073	CAGL0J03850g
Cluster7074	CAGL0G04873g
Cluster7075	gene:KLLA0_E00617g
Cluster7075	gene-YLL043W
Cluster7076	CAGL0F06831g
Cluster7077	orf19.7214
Cluster7077	gene-YBR056W
Cluster7077	gene:KLLA0_F18788g
Cluster7078	orf19.245
Cluster7078	gene:KLLA0_E19383g
Cluster7078	CAGL0G09196g
Cluster7078	gene-YPL194W
Cluster7079	orf19.3720
Cluster7079	gene:KLLA0_B04774g
Cluster7080	orf19.4191.1
Cluster7080	gene:KLLA0_E14697g
Cluster7080	gene-YGL141W
Cluster7081	orf19.4112
Cluster7081	gene-YJR142W
Cluster7081	CAGL0M00242g
Cluster7081	gene:KLLA0_B03784g
Cluster7082	orf19.4044
Cluster7082	gene-YBR057C
Cluster7082	CAGL0H10164g
Cluster7082	gene:KLLA0_F18722g
Cluster7083	gene:KLLA0_A09691g
Cluster7083	gene-YGR266W
Cluster7083	orf19.3983
Cluster7084	CAGL0L09174g
Cluster7085	orf19.7109
Cluster7085	gene-YGL242C
Cluster7085	gene:KLLA0_A00781g
Cluster7086	orf19.438
Cluster7086	gene:KLLA0_D13200g
Cluster7086	CAGL0J10626g
Cluster7086	gene-YHR078W
Cluster7087	orf19.1360.1
Cluster7087	gene-YDL232W
Cluster7087	gene:KLLA0_D19129g
Cluster7088	gene-YJL080C
Cluster7088	gene:KLLA0_D02398g
Cluster7088	orf19.5281
Cluster7089	CAGL0A02926g
Cluster7090	CAGL0G04829g
Cluster7091	CAGL0F08173g
Cluster7092	CAGL0D01342g
Cluster7093	CAGL0I05934g
Cluster7094	CAGL0C03465g
Cluster7095	orf19.6580
Cluster7096	CAGL0K07964g
Cluster7097	CAGL0M09691g
Cluster7098	gene:KLLA0_D02684g
Cluster7098	gene-YKL196C
Cluster7098	orf19.2974
Cluster7099	orf19.1586
Cluster7100	orf19.403
Cluster7100	gene:KLLA0_F05654g
Cluster7100	CAGL0J09328g
Cluster7100	gene-YDL127W
Cluster7101	CAGL0L06512g
Cluster7102	CAGL0F00627g
Cluster7103	CAGL0B02772g
Cluster7103	gene-YLR360W
Cluster7103	gene:KLLA0_B13145g
Cluster7104	CAGL0H10340g
Cluster7105	orf19.4575
Cluster7105	gene-YPL109C
Cluster7105	gene:KLLA0_E24795g
Cluster7106	CAGL0H10538g
Cluster7107	CAGL0A02167r
Cluster7108	gene:KLLA0_E24135g
Cluster7108	CAGL0H05709g
Cluster7108	gene-YPL093W
Cluster7108	orf19.7384
Cluster7109	gene:KLLA0_C07194g
Cluster7109	orf19.1750
Cluster7110	orf19.3970
Cluster7110	gene-YGR251W
Cluster7110	CAGL0I02376g
Cluster7110	gene:KLLA0_A05181g
Cluster7111	orf19.7599
Cluster7111	gene-YDR398W
Cluster7111	gene:KLLA0_C06633g
Cluster7112	orf19.2084
Cluster7112	gene-YGL003C
Cluster7112	CAGL0A00605g
Cluster7112	gene:KLLA0_A08822g
Cluster7113	orf19.5081
Cluster7113	gene:KLLA0_F23265g
Cluster7113	gene-YAL035W
Cluster7113	CAGL0M12144g
Cluster7114	gene:KLLA0_F01683g
Cluster7114	gene-YBR268W
Cluster7114	orf19.755
Cluster7115	orf19.576
Cluster7115	gene:KLLA0_B04334g
Cluster7115	gene-YHR191C
Cluster7116	gene-YLR306W
Cluster7116	gene:KLLA0_C17248g
Cluster7116	orf19.5411
Cluster7117	orf19.6529
Cluster7117	gene-YDR054C
Cluster7117	gene:KLLA0_D09196g
Cluster7118	gene-YOR339C
Cluster7118	orf19.4041
Cluster7119	gene-YER100W
Cluster7119	gene:KLLA0_E20395g
Cluster7119	orf19.7347
Cluster7120	gene-YMR293C
Cluster7120	gene:KLLA0_A09845g
Cluster7120	orf19.3956
Cluster7121	orf19.6455
Cluster7121	gene:KLLA0_F24332g
Cluster7121	gene-YHR122W
Cluster7122	gene-YGR005C
Cluster7122	gene:KLLA0_C18194g
Cluster7122	orf19.2111
Cluster7123	CAGL0K00231g
Cluster7124	gene-YNL200C
Cluster7124	gene:KLLA0_F20768g
Cluster7124	orf19.3679
Cluster7125	orf19.1617
Cluster7125	gene:KLLA0_C11165g
Cluster7125	gene-YDR282C
Cluster7125	CAGL0H01045g
Cluster7126	CAGL0I08151g
Cluster7127	CAGL0J06974g
Cluster7127	gene-YPL116W
Cluster7127	gene:KLLA0_F00858g
Cluster7127	orf19.2772
Cluster7128	gene-YAR028W
Cluster7129	gene-YCR050C
Cluster7130	orf19.5454
Cluster7130	gene:KLLA0_C04301g
Cluster7130	gene-YIR027C
Cluster7131	CAGL0I00220g
Cluster7132	CAGL0L00205g
Cluster7133	CAGL0G00924g
Cluster7134	gene-YKL183W
Cluster7134	gene:KLLA0_B02695g
Cluster7134	orf19.2995
Cluster7135	CaglfMt28
Cluster7136	gene-YHR210C
Cluster7137	gene-YNR071C
Cluster7138	CAGL0E03432g
Cluster7139	gene:KLLA0_E04753g
Cluster7139	gene-YLR457C
Cluster7139	CAGL0H00264g
Cluster7139	gene-YPR174C
Cluster7140	gene-YOL086C
Cluster7140	gene:KLLA0_F21010g
Cluster7140	orf19.5113
Cluster7141	gene-YCR101C
Cluster7142	CAGL0G01826g
Cluster7143	gene-YOR180C
Cluster7143	orf19.6443
Cluster7144	gene:KLLA0_C04686g
Cluster7144	gene-YLR284C
Cluster7144	CAGL0F05071g
Cluster7144	orf19.6445
Cluster7145	gene:KLLA0_F02772g
Cluster7145	CAGL0F05247g
Cluster7145	gene-YBR151W
Cluster7145	orf19.158
Cluster7146	gene-YJL082W
Cluster7146	orf19.7229
Cluster7147	orf19.295
Cluster7147	orf19.281
Cluster7147	gene:KLLA0_C03278g
Cluster7148	gene-YML050W
Cluster7148	gene:KLLA0_A08140g
Cluster7148	orf19.612
Cluster7149	gene-YLR286C
Cluster7149	gene:KLLA0_C04730g
Cluster7149	orf19.3895
Cluster7150	orf19.4960
Cluster7150	gene:KLLA0_D17094g
Cluster7150	gene-YLR146C
Cluster7151	orf19.4611
Cluster7151	gene-YER099C
Cluster7151	gene-YBL068W
Cluster7151	CAGL0I05500g
Cluster7151	gene:KLLA0_E20373g
Cluster7152	orf19.1575
Cluster7152	gene:KLLA0_F25718g
Cluster7152	gene-YHL011C
Cluster7152	CAGL0K02541g
Cluster7153	gene-YER173W
Cluster7153	CAGL0L11968g
Cluster7153	gene:KLLA0_C17820g
Cluster7153	orf19.2728
Cluster7154	orf19.3184
Cluster7154	gene:KLLA0_E06535g
Cluster7154	gene-YBL102W
Cluster7155	gene-YIL018W
Cluster7155	gene:KLLA0_D16027g
Cluster7155	orf19.2309.2
Cluster7156	gene-YKL091C
Cluster7156	orf19.941
Cluster7156	CAGL0J10450g
Cluster7156	gene-YMR079W
Cluster7156	gene:KLLA0_B06479g
Cluster7157	gene:KLLA0_A03377g
Cluster7157	CAGL0J07128g
Cluster7157	CAGL0H05995g
Cluster7157	gene-YAL049C
Cluster7157	orf19.4609
Cluster7158	gene-YHR008C
Cluster7158	gene:KLLA0_E03609g
Cluster7158	orf19.7111.1
Cluster7159	gene-YGL054C
Cluster7159	orf19.6787
Cluster7160	orf19.4845
Cluster7160	gene:KLLA0_E18525g
Cluster7160	gene-YMR071C
Cluster7161	orf19.5012
Cluster7162	snR41
Cluster7163	snR35a
Cluster7164	gene:KLLA0_D14311g
Cluster7164	gene-YPL259C
Cluster7164	orf19.4036
Cluster7165	orf19.2194
Cluster7165	gene-YOL062C
Cluster7165	gene:KLLA0_C03894g
Cluster7166	CAGL0I00572g
Cluster7167	gene-YDR227W
Cluster7167	CAGL0K11396g
Cluster7167	gene:KLLA0_F13420g
Cluster7168	gene-YHL046C
Cluster7169	CAGL0F05335g
Cluster7170	gene-YNCJ0028C
Cluster7171	gene-YKL224C
Cluster7172	gene-YJR150C
Cluster7173	gene-YOR394W
Cluster7174	gene-YIL176C
Cluster7175	gene-YGL261C
Cluster7176	orf19.2253
Cluster7177	orf19.2252
Cluster7178	orf19.2247
Cluster7179	gene:KLLA0_E09417g
Cluster7180	gene:KLLA0_A01221g
Cluster7180	CAGL0I04114g
Cluster7180	gene-YGL227W
Cluster7181	gene:KLLA0_B08734g
Cluster7181	gene-YOL053W
Cluster7182	CAGL0D06622g
Cluster7183	orf19.1374
Cluster7184	orf19.1367.1
Cluster7185	orf19.1368
Cluster7186	gene-YNCD0010C
Cluster7187	CAGL0B00506g
Cluster7188	gene-YHR214C-D
Cluster7189	CAGL0L04972r
Cluster7190	CAGL0D00869g
Cluster7191	gene-YHR214C-E
Cluster7192	CAGL0G00440g
Cluster7193	CAGL0H03971g
Cluster7194	CAGL0B00594g
Cluster7195	CAGL0B00616g
Cluster7196	CAGL0J04026g
Cluster7197	gene:KLLA0_C16291g
Cluster7197	CAGL0J08866g
Cluster7197	gene-YLR211C
Cluster7198	orf19.2400
Cluster7198	gene-YNL224C
Cluster7198	gene:KLLA0_D19558g
Cluster7199	orf19.6551.1
Cluster7199	CAGL0M09207g
Cluster7199	gene-YJR086W
Cluster7199	gene:KLLA0_E06183g
Cluster7200	gene:KLLA0_D16346g
Cluster7200	gene-YLR128W
Cluster7200	CAGL0M04257g
Cluster7200	orf19.6822
Cluster7201	orf19.2831
Cluster7201	gene-YNL151C
Cluster7201	gene:KLLA0_A11528g
Cluster7202	gene:KLLA0_B08283g
Cluster7202	CAGL0M11286g
Cluster7202	gene-YMR228W
Cluster7202	orf19.1528
Cluster7203	gene-YOL005C
Cluster7203	gene:KLLA0_C06160g
Cluster7203	orf19.6010.1
Cluster7204	orf19.4954
Cluster7204	gene-YHR026W
Cluster7204	gene:KLLA0_E11529g
Cluster7205	gene:KLLA0_E16897g
Cluster7205	gene-YDR258C
Cluster7205	orf19.882
Cluster7206	orf19.657
Cluster7206	gene-YLR180W
Cluster7206	gene:KLLA0_C01782g
Cluster7206	gene-YDR502C
Cluster7207	gene-YPL024W
Cluster7207	CAGL0J09482g
Cluster7207	gene:KLLA0_D12166g
Cluster7207	orf19.5320
Cluster7208	orf19.277
Cluster7208	gene-YPL214C
Cluster7208	CAGL0E05808g
Cluster7208	gene:KLLA0_B02134g
Cluster7209	orf19.4962
Cluster7209	gene:KLLA0_D17072g
Cluster7209	gene-YLR145W
Cluster7210	CAGL0B02255g
Cluster7211	CAGL0D02486g
Cluster7212	orf19.4253
Cluster7213	orf19.426
Cluster7214	CAGL0L10802g
Cluster7215	CAGL0J06424g
Cluster7216	CAGL0A02750g
Cluster7217	gene-YGL053W
Cluster7218	CAGL0F08613g
Cluster7219	orf19.4263
Cluster7220	gene-YHR213W-A
Cluster7221	gene-YHR212W-A
Cluster7222	tQ(UUG)5
Cluster7223	CAGL0L01199g
Cluster7224	CAGL0A03828g
Cluster7225	CAGL0B04631g
Cluster7226	CAGL0B04609g
Cluster7227	CAGL0M14135r
Cluster7228	CAGL0L13519r
Cluster7229	gene-YLR154C-G
Cluster7230	CAGL0M14223r
Cluster7231	CAGL0L04312g
Cluster7232	orf19.1600
Cluster7233	orf19.2982
Cluster7234	orf19.1651
Cluster7235	CAGL0L07216g
Cluster7236	orf19.4200
Cluster7237	orf19.420
Cluster7238	CAGL0G02145g
Cluster7239	CAGL0G02123g
Cluster7240	CAGL0G02211g
Cluster7241	CAGL0H06061r
Cluster7242	orf19.1795
Cluster7242	gene-YLL013C
Cluster7242	gene:KLLA0_F15477g
Cluster7243	orf19.1684
Cluster7244	CAGL0M08668g
Cluster7245	orf19.207
Cluster7246	CAGL0J02794g
Cluster7247	CAGL0F03157g
Cluster7248	CAGL0M08624g
Cluster7249	CAGL0J02816g
Cluster7250	CAGL0F03135g
Cluster7251	CAGL0K04785g
Cluster7252	CAGL0F03091g
Cluster7253	CAGL0E03564g
Cluster7254	gene-YPR203W
Cluster7255	gene-YNCC0012C
Cluster7256	orf19.3448
Cluster7257	gene:KLLA0_F00770g
Cluster7257	gene-YOR195W
Cluster7258	gene-YML023C
Cluster7258	gene:KLLA0_B01331g
Cluster7259	gene:KLLA0_F27753g
Cluster7260	gene:KLLA0_F27841g
Cluster7261	CAGL0E00583g
Cluster7262	gene-YHR130C
Cluster7263	CAGL0G09130g
Cluster7264	orf19.7019
Cluster7264	gene-YML025C
Cluster7264	CAGL0G07205g
Cluster7264	gene:KLLA0_B01540g
Cluster7265	orf19.702
Cluster7265	gene-YER176W
Cluster7266	CAGL0K12804g
Cluster7267	gene:KLLA0_F04697g
Cluster7267	gene-YIL134W
Cluster7267	orf19.6532
Cluster7268	gene-YOR130C
Cluster7268	gene:KLLA0_E02839g
Cluster7268	orf19.5926
Cluster7269	gene:KLLA0_E12871g
Cluster7269	CAGL0H07689g
Cluster7269	gene-YGL247W
Cluster7269	orf19.7441
Cluster7270	gene:KLLA0_C10527g
Cluster7270	gene-YHR036W
Cluster7270	orf19.474
Cluster7271	gene:KLLA0_A02057g
Cluster7271	gene-YDR414C
Cluster7271	orf19.5065
Cluster7272	orf19.768
Cluster7272	gene-YIL047C
Cluster7272	CAGL0L00737g
Cluster7272	gene:KLLA0_F27467g
Cluster7273	gene:KLLA0_E12321g
Cluster7273	gene-YBL032W
Cluster7273	CAGL0L06226g
Cluster7273	orf19.5627
Cluster7274	orf19.5771
Cluster7274	gene-YBR233W
Cluster7274	gene:KLLA0_F10703g
Cluster7275	orf19.688
Cluster7275	gene-YNL306W
Cluster7275	gene:KLLA0_E07459g
Cluster7276	orf19.3421.1
Cluster7276	gene-YBL093C
Cluster7276	gene:KLLA0_E06821g
Cluster7277	CAGL0I01584g
Cluster7278	orf19.3733
Cluster7278	gene-YNL009W
Cluster7278	CAGL0H03663g
Cluster7278	gene-YLR174W
Cluster7278	gene:KLLA0_F12342g
Cluster7279	orf19.4637
Cluster7279	gene:KLLA0_F19580g
Cluster7279	gene-YLR097C
Cluster7280	gene-YEL068C
Cluster7281	gene-YER095W
Cluster7281	gene:KLLA0_E20241g
Cluster7281	orf19.3752
Cluster7282	gene:KLLA0_B12078g
Cluster7282	gene-YBR088C
Cluster7282	CAGL0D01716g
Cluster7282	orf19.4616
Cluster7283	gene:KLLA0_E17513g
Cluster7283	CAGL0M10373g
Cluster7283	gene-YDR004W
Cluster7283	orf19.2174
Cluster7284	gene-YER179W
Cluster7284	gene:KLLA0_F11957g
Cluster7284	orf19.3760
Cluster7285	CAGL0F03267g
Cluster7285	gene-YDR326C
Cluster7285	gene:KLLA0_E16919g
Cluster7285	orf19.4423
Cluster7286	orf19.90
Cluster7286	gene:KLLA0_D05555g
Cluster7286	gene-YLR072W
Cluster7286	gene-YFL042C
Cluster7287	gene-YLR034C
Cluster7287	gene:KLLA0_F17391g
Cluster7287	orf19.2069
Cluster7288	gene-YHR050W
Cluster7288	CAGL0E01969g
Cluster7288	gene-YOL122C
Cluster7288	gene:KLLA0_A03740g
Cluster7288	gene:KLLA0_D09581g
Cluster7288	orf19.2270
Cluster7289	orf19.172
Cluster7289	gene-YNL113W
Cluster7289	gene:KLLA0_F23760g
Cluster7290	gene-YDL036C
Cluster7290	gene:KLLA0_F24794g
Cluster7290	gene-YOL066C
Cluster7290	orf19.3177
Cluster7291	gene-YGR161W-B
Cluster7292	orf19.1906
Cluster7293	CAGL0C00836g
Cluster7294	CAGL0M04763g
Cluster7295	orf19.1893
Cluster7296	orf19.3413
Cluster7297	CAGL0C03674g
Cluster7298	gene-YPL056C
Cluster7299	CAGL0H04323g
Cluster7300	CAGL0B01639g
Cluster7301	CAGL0E04994g
Cluster7302	orf19.5681
Cluster7303	orf19.3788.1
Cluster7303	gene:KLLA0_E10847g
Cluster7303	gene-YGL030W
Cluster7303	CAGL0A01540g
Cluster7304	gene-YNCD0023C
Cluster7304	tF(GAA)4
Cluster7305	gene:KLLA0_F13728g
Cluster7305	gene-YMR091C
Cluster7305	orf19.2055
Cluster7306	CAGL0D03366r
Cluster7307	gene-YNCP0009W
Cluster7308	orf19.4115
Cluster7309	CAGL0K10450r
Cluster7310	CAGL0M07964r
Cluster7311	gene-YNCE0004C
Cluster7312	CAGL0I04158r
Cluster7313	CAGL0K10670r
Cluster7314	gene-YNCC0007C
Cluster7315	tG(GCC)5
Cluster7316	gene-YNCG0039W
Cluster7317	CAGL0F01463g
Cluster7317	gene-YOR010C
Cluster7318	orf19.532
Cluster7319	orf19.775
Cluster7320	gene-YJR126C
Cluster7320	gene:KLLA0_B04543g
Cluster7321	orf19.2684
Cluster7322	gene-YOL101C
Cluster7323	CAGL0C03872g
Cluster7323	gene-YIR041W
Cluster7324	gene-YBR067C
Cluster7325	CAGL0L09735g
Cluster7326	orf19.3734
Cluster7327	orf19.1096
Cluster7328	gene-YGL197W
Cluster7328	orf19.6760
Cluster7329	gene:KLLA0_A04125g
Cluster7329	orf19.4246
Cluster7330	orf19.484
Cluster7330	gene:KLLA0_C09647g
Cluster7330	gene-YPL173W
Cluster7330	CAGL0F03663g
Cluster7331	orf19.2426
Cluster7331	CAGL0J10362g
Cluster7331	gene-YGL101W
Cluster7331	gene:KLLA0_F06798g
Cluster7332	gene:KLLA0_E11419g
Cluster7332	gene-YPR055W
Cluster7332	orf19.3647
Cluster7333	gene:KLLA0_A10769g
Cluster7333	gene-YFR011C
Cluster7333	orf19.6062.3
Cluster7334	gene:KLLA0_C02761g
Cluster7334	gene-YGR255C
Cluster7334	orf19.3058
Cluster7335	orf19.3355
Cluster7335	gene-YOR155C
Cluster7335	gene:KLLA0_A02365g
Cluster7336	orf19.7257
Cluster7336	gene:KLLA0_C10032g
Cluster7336	gene-YPL164C
Cluster7337	gene-YMR167W
Cluster7337	CAGL0F07733g
Cluster7337	gene:KLLA0_D09955g
Cluster7337	orf19.4162
Cluster7338	orf19.1743
Cluster7338	gene-YAL054C
Cluster7338	gene:KLLA0_A03333g
Cluster7339	gene-YLR153C
Cluster7339	gene:KLLA0_D17336g
Cluster7339	orf19.1064
Cluster7340	orf19.3735
Cluster7341	orf19.5674
Cluster7342	orf19.3738
Cluster7343	gene-YAR020C
Cluster7344	orf19.4085
Cluster7345	gene-YER114C
Cluster7345	CAGL0G03509g
Cluster7345	gene:KLLA0_E20879g
Cluster7346	gene:KLLA0_E20285g
Cluster7346	gene-YBL064C
Cluster7347	orf19.3674
Cluster7348	orf19.2440
Cluster7349	gene-YER059W
Cluster7350	orf19.7601
Cluster7351	orf19.517
Cluster7352	CAGL0L04598g
Cluster7352	gene-YOR173W
Cluster7353	CAGL0L06842g
Cluster7353	gene-YDL080C
Cluster7354	orf19.6997
Cluster7355	orf19.1224
Cluster7356	orf19.2496
Cluster7357	orf19.5290
Cluster7358	gene:KLLA0_E07525g
Cluster7358	CAGL0E01705g
Cluster7358	gene-YOL126C
Cluster7358	orf19.7481
Cluster7359	gene-YMR030W
Cluster7360	CAGL0I02860g
Cluster7361	CAGL0K00847g
Cluster7362	CAGL0H06721g
Cluster7363	CAGL0C04004g
Cluster7364	gene-YPR158W
Cluster7365	gene-YEL067C
Cluster7366	CAGL0K03641g
Cluster7367	gene-YPL124W
Cluster7368	gene-YER053C-A
Cluster7369	CAGL0C04114g
Cluster7370	gene-YPL130W
Cluster7371	gene-YIR031C
Cluster7371	gene:KLLA0_F23914g
Cluster7371	orf19.4833
Cluster7372	gene-YNCD0027C
Cluster7372	CAGL0M01584r
Cluster7373	CAGL0M12617g
Cluster7374	gene-YDR034C-A
Cluster7375	CAGL0M01518g
Cluster7376	CAGL0H00484g
Cluster7377	orf19.5287
Cluster7378	CAGL0F00275g
Cluster7379	gene:KLLA0_E15665g
Cluster7380	gene:KLLA0_D01430g
Cluster7380	gene-YMR281W
Cluster7380	orf19.4903
Cluster7381	CAGL0H07029g
Cluster7381	gene-YDR322W
Cluster7381	gene:KLLA0_D13090g
Cluster7381	orf19.863
Cluster7382	gene:KLLA0_C03520g
Cluster7382	gene-YCR035C
Cluster7382	orf19.6259
Cluster7383	orf19.1887
Cluster7383	gene:KLLA0_F15576g
Cluster7383	gene-YLR020C
Cluster7383	CAGL0D03256g
Cluster7384	orf19.395
Cluster7384	gene:KLLA0_A09185g
Cluster7384	gene-YGR254W
Cluster7385	gene:KLLA0_E08361g
Cluster7385	CAGL0M06941g
Cluster7385	gene-YNL022C
Cluster7385	orf19.2604
Cluster7386	gene-YBR095C
Cluster7386	gene:KLLA0_B11990g
Cluster7386	orf19.4615
Cluster7387	gene-YMR230W-A
Cluster7388	CAGL0D00990g
Cluster7389	gene-YKL140W
Cluster7389	orf19.2050
Cluster7390	orf19.4602
Cluster7390	gene-YKL085W
Cluster7390	gene:KLLA0_F25960g
Cluster7391	gene:KLLA0_F19712g
Cluster7391	gene-YDR127W
Cluster7391	orf19.4704
Cluster7392	orf19.2829
Cluster7392	CAGL0J05720g
Cluster7392	gene-YNL149C
Cluster7392	gene:KLLA0_A11506g
Cluster7393	gene-YBR123C
Cluster7393	CAGL0J09878g
Cluster7393	gene:KLLA0_B08866g
Cluster7393	orf19.4601
Cluster7394	gene-YPL217C
Cluster7394	gene:KLLA0_B02068g
Cluster7394	orf19.2504
Cluster7395	orf19.1736
Cluster7396	gene-YKR044W
Cluster7396	CAGL0L03333g
Cluster7396	orf19.2200
Cluster7397	gene:KLLA0_D00269g
Cluster7398	gene-YML005W
Cluster7398	orf19.7369
Cluster7399	CAGL0H02299g
Cluster7400	orf19.4229
Cluster7400	gene-YOR163W
Cluster7400	gene:KLLA0_F20273g
Cluster7401	gene:KLLA0_E17997g
Cluster7401	gene-YIR026C
Cluster7401	orf19.4401
Cluster7402	gene:KLLA0_E21759g
Cluster7402	CAGL0I01012g
Cluster7402	gene-YOR036W
Cluster7402	orf19.4292
Cluster7403	orf19.1842
Cluster7403	gene:KLLA0_C03410g
Cluster7403	gene-YCR038C
Cluster7404	orf19.1179
Cluster7405	gene-YNCL0042C
Cluster7406	gene:KLLA0_D04576g
Cluster7406	CAGL0K10406g
Cluster7406	gene-YFR018C
Cluster7407	CAGL0K10472g
Cluster7407	gene:KLLA0_A10857g
Cluster7408	orf19.1953
Cluster7409	gene:KLLA0_B00693g
Cluster7409	gene-YER032W
Cluster7409	CAGL0C02431g
Cluster7410	gene-YBR063C
Cluster7411	CAGL0H05159g
Cluster7412	orf19.1186
Cluster7413	CAGL0J11418g
Cluster7414	CAGL0F04455g
Cluster7415	CAGL0M02717g
Cluster7416	CAGL0K02090r
Cluster7417	CAGL0L05478g
Cluster7418	CAGL0L02739g
Cluster7419	CAGL0A01760g
Cluster7420	orf19.2668
Cluster7421	CAGL0L06996g
Cluster7422	gene:KLLA0_E15489g
Cluster7422	gene-YHR159W
Cluster7422	CAGL0I02112g
Cluster7423	orf19.6911
Cluster7424	CAGL0M11000r
Cluster7424	gene-YNCG0029C
Cluster7424	gene-YNCG0004W
Cluster7425	CAGL0K09086g
Cluster7426	CAGL0L01595r
Cluster7427	CaglfMt23
Cluster7427	gene-tE(UUC)Q
Cluster7428	orf19.7181
Cluster7429	CAGL0E05060g
Cluster7430	CAGL0L05742g
Cluster7431	CAGL0M04059g
Cluster7432	CAGL0L08932g
Cluster7433	orf19.955
Cluster7434	gene:KLLA0_B01155g
Cluster7434	gene-YML017W
Cluster7434	CAGL0J10582g
Cluster7434	orf19.1630
Cluster7435	CAGL0C03179g
Cluster7436	CAGL0C03069g
Cluster7437	CaglfMt18
Cluster7438	orf19.564
Cluster7438	gene:KLLA0_B10956g
Cluster7438	CAGL0D04994g
Cluster7438	gene-YPR141C
Cluster7439	orf19.7353
Cluster7439	gene:KLLA0_A01606g
Cluster7439	CAGL0I07029g
Cluster7439	gene-YGL216W
Cluster7440	CAGL0I09812g
Cluster7441	CAGL0K12298g
Cluster7442	gene-YDR221W
Cluster7442	gene:KLLA0_F13178g
Cluster7442	orf19.3286
Cluster7443	gene-YLR414C
Cluster7443	CAGL0J04466g
Cluster7443	gene:KLLA0_B02585g
Cluster7443	orf19.6741
Cluster7444	gene:KLLA0_E05281g
Cluster7444	gene-YDL058W
Cluster7444	orf19.2629
Cluster7445	orf19.4197
Cluster7445	gene:KLLA0_F08547g
Cluster7445	gene-YMR241W
Cluster7446	orf19.3585
Cluster7446	gene:KLLA0_C18546g
Cluster7446	gene-YNR046W
Cluster7447	gene-YOR046C
Cluster7447	gene:KLLA0_F15950g
Cluster7447	orf19.1661
Cluster7448	orf19.3373
Cluster7448	gene-YHL024W
Cluster7448	gene:KLLA0_F18216g
Cluster7449	gene:KLLA0_C18865g
Cluster7449	gene-YNR054C
Cluster7449	CAGL0C03355g
Cluster7449	orf19.3161
Cluster7450	orf19.1836
Cluster7450	gene-YBL019W
Cluster7450	gene:KLLA0_E10473g
Cluster7451	gene-YPL022W
Cluster7451	CAGL0J09526g
Cluster7451	gene:KLLA0_D12210g
Cluster7451	orf19.5318
Cluster7452	gene:KLLA0_D19745g
Cluster7452	gene-YNL234W
Cluster7452	CAGL0J07502g
Cluster7452	orf19.4459
Cluster7453	orf19.7368
Cluster7453	gene:KLLA0_E08779g
Cluster7453	CAGL0H10604g
Cluster7453	gene-YNL016W
Cluster7454	orf19.6636
Cluster7454	gene-YPR084W
Cluster7454	CAGL0K07898g
Cluster7454	gene:KLLA0_D09108g
Cluster7455	gene-YAL016W
Cluster7455	gene:KLLA0_F07689g
Cluster7455	orf19.6810
Cluster7456	CAGL0J03454g
Cluster7456	gene-YNL021W
Cluster7456	gene:KLLA0_E08383g
Cluster7456	orf19.2606
Cluster7457	gene-YEL041W
Cluster7457	gene:KLLA0_F16885g
Cluster7457	orf19.7393
Cluster7458	gene-YDR472W
Cluster7458	gene:KLLA0_E03345g
Cluster7458	orf19.7615
Cluster7459	orf19.4856
Cluster7460	orf19.6140
Cluster7461	gene-YNCL0039W
Cluster7462	CAGL0K07656g
Cluster7463	tK(UUU)1
Cluster7464	CAGL0C02409g
Cluster7465	CAGL0M01254g
